,title,parental_rating,rating_count,rating_value,year,runtime,budget,wwgross,bechdel_test,female_face_ratio
tt6398184,Downton Abbey,PG,17813,7.7,2019,122,20000000,185146825,3,0.48812627732602604
tt0106308,Army of Darkness,R,154791,7.5,1992,81,11000000,11502976,2,0.24973649311938376
tt0455760,Dead Silence,R,80471,6.2,2007,89,20000000,22217407,1,0.25599436519125685
tt5027774,"Three Billboards Outside Ebbing, Missouri",R,369409,8.2,2017,115,15000000,159210164,3,0.4586248517931998
tt5649108,Thoroughbreds,R,27828,6.7,2017,92,6000000,3187255,3,0.5619833394222222
tt0097240,Drugstore Cowboy,R,30281,7.3,1989,101,2500000,4729352,2,0.311899783175
tt0119053,Almost Heroes,PG-13,14911,5.9,1998,90,30000000,6136856,NotAvailable,0.27715622493550834
tt3719896,My All-American,PG,5270,7.1,2015,118,20000000,2246000,NotAvailable,0.3921480353268202
tt0763840,Home of the Brave,R,10206,5.6,2006,106,12000000,499620,NotAvailable,0.3277397913549212
tt0303816,Cabin Fever,R,71116,5.6,2002,93,1500000,30553394,3,0.2860643935409035
tt0283084,Tuck Everlasting,PG,20262,6.6,2002,90,15000000,19344615,3,0.33446678412280706
tt0364751,Without a Paddle,PG-13,42515,5.9,2004,95,19000000,69397368,3,0.2525620372135785
tt0109445,Clerks,R,204394,7.7,1994,92,27000,3151130,1,0.21111646988192292
tt2359024,Blue Ruin,R,60729,7.1,2013,90,420000,993313,3,0.27084475879565645
tt0401445,A Good Year,PG-13,83947,7.0,2006,117,35000000,42064105,NotAvailable,0.2979444274800937
tt0317676,House of the Dead,R,35085,2.0,2003,90,12000000,13818181,2,0.3117287224362775
tt0164212,Under Suspicion,R,21149,6.5,2000,110,25000000,1308242,NotAvailable,0.2407876781997844
tt6513656,Escape Plan 2: Hades,R,23417,3.8,2018,96,45000000,17592626,NotAvailable,0.2842763210294117
tt0089543,The Man with One Red Shoe,PG,14030,5.7,1985,92,16000000,8645411,NotAvailable,0.2457037798590225
tt1041829,The Proposal,PG-13,278533,6.7,2009,108,40000000,317375031,2,0.4219830338614824
tt0089880,Rambo: First Blood Part II,R,144261,6.5,1985,96,44000000,300400432,0,0.2254759346808511
tt0364045,Taking Lives,R,76431,6.2,2004,103,45000000,65470529,2,0.3595442973464218
tt0103873,Braindead,R,87911,7.5,1992,104,3000000,242623,3,0.3238148851268743
tt0260866,Don't Say a Word,R,46520,6.3,2001,113,50000000,100020092,3,0.33945379020750205
tt3732280,Cuando los ángeles duermen,TV-MA,2295,5.4,2018,91,2789873,54850,NotAvailable,0.4421604676119403
tt1657299,The Decoy Bride,PG,10244,6.2,2011,89,3891996,117754,3,0.4589560048129676
tt3687398,The Runner,R,4681,4.7,2015,90,6000000,93296,NotAvailable,0.40062502168792935
tt0090021,Silver Bullet,R,22059,6.4,1985,95,7000000,12361866,NotAvailable,0.3125797173916811
tt1854564,Percy Jackson: Sea of Monsters,PG,104458,5.8,2013,106,90000000,199850315,3,0.3336655004971002
tt1684925,Wish You Were Here,R,4988,5.9,2012,89,2547399,1547441,NotAvailable,0.3796868578446909
tt7616798,A Dog's Way Home,PG,10623,6.7,2019,96,18000000,76087556,NotAvailable,0.4820252918082423
tt0277371,Not Another Teen Movie,R,92428,5.7,2001,89,15000000,66468332,3,0.36090246466167303
tt2883512,Chef,R,179867,7.3,2014,114,11000000,45967935,1,0.3895411029996985
tt5254610,Final Score,R,7788,5.7,2018,104,20000000,1472770,NotAvailable,0.3744456377486631
tt0103874,Dracula,R,178513,7.4,1992,128,40000000,215862692,3,0.2494140455062912
tt0190138,The Whole Nine Yards,R,104985,6.7,2000,98,41300000,106371651,3,0.2894876188667142
tt1366338,Lowriders,PG-13,2014,5.7,2016,98,5000000,6312033,NotAvailable,0.3830746447747748
tt0102984,Stone Cold,R,6472,6.0,1991,92,17000000,9151887,NotAvailable,0.22099873994986505
tt1095217,The Bad Lieutenant: Port of Call - New Orleans,R,71778,6.6,2009,122,25000000,10601596,3,0.3181686941226277
tt1126591,Burlesque,PG-13,72648,6.4,2010,119,55000000,89519773,3,0.4692361438253441
tt1638355,The Man from U.N.C.L.E.,PG-13,247210,7.3,2015,116,75000000,107045109,3,0.3875685423684211
tt0375912,Layer Cake,R,157135,7.3,2004,105,7147465,11850214,1,0.21856576379742176
tt1371150,This Is Where I Leave You,R,66655,6.6,2014,103,19800000,41296320,2,0.4576612814435621
tt1085492,The Prince,R,16418,4.6,2014,93,18000000,1289595,NotAvailable,0.35710211326868224
tt1489887,Booksmart,R,48236,7.2,2019,102,6000000,24624917,3,0.5614834686700397
tt4154756,Avengers: Infinity War,PG-13,728102,8.5,2018,149,321000000,2048359754,3,0.37317253881738177
tt0758746,Friday the 13th,R,91473,5.5,2009,97,19000000,91379051,2,0.3697483163363636
tt0115683,Bio-Dome,PG-13,24918,4.4,1996,88,15000000,13427615,NotAvailable,0.29646747032418225
tt0094721,Beetlejuice,PG,241080,7.5,1988,92,15000000,74270074,3,0.2930790159623797
tt1714915,Only Lovers Left Alive,R,83581,7.3,2013,123,7000000,7609187,3,0.3822537887708649
tt0110265,Killing Zoe,R,19070,6.5,1993,96,1500000,418961,NotAvailable,0.2941868763333333
tt4504044,The Prodigy,R,16811,5.9,2019,92,6000000,21150265,NotAvailable,0.5252874797553744
tt0097336,Fat Man and Little Boy,PG-13,6531,6.5,1989,127,30000000,3563162,1,0.2302348042107421
tt0298203,8 Mile,R,234188,7.1,2002,110,41000000,242875078,1,0.2949817712487677
tt1179933,10 Cloverfield Lane,PG-13,269163,7.2,2016,103,15000000,110216998,3,0.4450712467352185
tt1268809,Night of the Demons,R,6809,4.7,2009,93,10000000,64040,NotAvailable,0.4098093267057201
tt1046163,My Best Friend's Girl,R,41300,5.9,2008,101,20000000,41622502,NotAvailable,0.3627821908340971
tt1645170,The Dictator,R,256404,6.4,2012,83,65000000,179379533,1,0.29119921608239097
tt0368578,Are We There Yet?,PG,27525,4.7,2005,95,32000000,97918663,NotAvailable,0.3778710614649682
tt0281373,Snow Dogs,PG,23985,5.1,2002,99,33000000,115035090,1,0.3390662716105861
tt1411238,No Strings Attached,R,201498,6.2,2011,108,25000000,149228077,3,0.41421076978157895
tt1512235,Super,R,71812,6.7,2010,96,2500000,422618,1,0.3668411582052282
tt0780571,Mr. Brooks,R,138307,7.3,2007,120,20000000,48121900,NotAvailable,0.2999496910092961
tt0119013,Double Team,R,29791,4.8,1997,93,30000000,11438337,NotAvailable,0.2404148581958763
tt1083456,Fired Up!,PG-13,40999,6.1,2009,90,20000000,18599102,1,0.4225541051042632
tt5670152,Traffik,R,17195,6.0,2018,96,4000000,9515914,NotAvailable,0.4985425663157895
tt0106519,Carlito's Way,R,189076,7.9,1993,144,30000000,63851527,NotAvailable,0.2196718085660906
tt0133751,The Faculty,R,105446,6.5,1998,104,15000000,40283321,3,0.3290148956551724
tt0246578,Donnie Darko,R,709548,8.0,2001,113,6000000,4269636,3,0.33055199966608084
tt0092007,Star Trek IV: The Voyage Home,PG,74053,7.3,1986,119,25000000,109713132,3,0.2723290631679953
tt3150966,Rise of the Footsoldier Part II,R,1245,5.3,2015,111,7762746,8156,NotAvailable,0.3585740795876289
tt0089457,Ladyhawke,PG-13,40849,7.0,1985,121,20000000,18432000,0,0.2382739362140468
tt6495770,Action Point,R,8033,5.1,2018,85,19000000,5103663,NotAvailable,0.4451549411105528
tt1386703,Total Recall,PG-13,231678,6.3,2012,118,125000000,198467168,1,0.315968116003326
tt1032751,The Warrior's Way,R,24575,6.3,2010,100,42000000,11087569,NotAvailable,0.354932090089779
tt0107362,Last Action Hero,PG-13,128686,6.4,1993,130,85000000,137298489,NotAvailable,0.2939873986389414
tt2446980,Joy,PG-13,120772,6.6,2015,124,60000000,101134059,3,0.5787534546534185
tt0251114,Hart's War,R,49126,6.3,2002,125,70000000,32287044,NotAvailable,0.16295493801982927
tt0158811,Muppets from Space,G,17163,6.3,1999,87,24000000,22323612,3,0.2919806070328103
tt2798920,Annihilation,R,245370,6.9,2018,115,40000000,43070915,3,0.5470496069249201
tt0127536,Elizabeth,R,87458,7.4,1998,124,30000000,82150642,3,0.2512273577636521
tt0104952,My Cousin Vinny,R,98964,7.6,1992,120,11000000,64088552,1,0.23718836033744076
tt0408236,Sweeney Todd: The Demon Barber of Fleet Street,R,328141,7.3,2007,116,50000000,152523164,1,0.2657280996645205
tt0097493,Heathers,R,81264,7.2,1988,103,3000000,1163969,3,0.3841439327874564
tt0119396,Jackie Brown,R,294680,7.5,1997,154,12000000,39673162,3,0.2940349890352645
tt2567026,Alice Through the Looking Glass,PG,83306,6.2,2016,113,170000000,299457024,3,0.5373171461926769
tt2713180,Fury,R,393068,7.6,2014,134,68000000,211817906,1,0.32494793081944445
tt0129332,Ravenous,R,34964,7.0,1999,101,12000000,2062405,1,0.18520279313846155
tt0803061,Red Dog,PG,15675,7.4,2011,92,8671231,20927794,NotAvailable,0.2914597639461173
tt0089853,The Purple Rose of Cairo,PG,44036,7.7,1985,82,15000000,10631333,3,0.2918167496413007
tt0309377,Blood Work,R,40065,6.4,2002,110,50000000,31794718,NotAvailable,0.33110264568113024
tt0089907,The Return of the Living Dead,R,50835,7.3,1985,91,4000000,14237880,NotAvailable,0.25370507155056177
tt0112346,The American President,PG-13,49110,6.8,1995,114,62000000,107879496,3,0.2950221770752744
tt0098300,Shag,PG,3595,6.4,1989,98,5000000,6957975,3,0.3101539821477057
tt1436568,Assassination Games,R,15972,6.2,2011,101,8000000,110784,NotAvailable,0.289683773296837
tt0119086,Excess Baggage,PG-13,12207,5.4,1997,101,20000000,14515490,NotAvailable,0.3056769078438332
tt0089603,Mishima: A Life in Four Chapters,R,7614,7.9,1985,120,5000000,504785,NotAvailable,0.23957779714473335
tt0094737,Big,PG,184329,7.3,1988,104,18000000,151668774,1,0.2926069019580764
tt0107079,Sugar Hill,R,3892,5.9,1993,123,10000000,18225518,NotAvailable,0.26161224089043605
tt1458169,Kidnap,R,30400,5.9,2017,95,21000000,34814102,3,0.6402540133501684
tt3332064,Pan,PG,56968,5.7,2015,111,150000000,128388320,1,0.4516633197078931
tt3920820,Brian Banks,PG-13,1018,6.7,2018,99,10000000,4376819,NotAvailable,0.4384019078150929
tt0386140,The Legend of Zorro,PG,87988,5.9,2005,129,75000000,142400065,1,0.3209226798988581
tt2799166,The Pyramid,R,21985,4.6,2014,89,6500000,16861137,NotAvailable,0.4972598875124378
tt1314655,Devil,PG-13,123931,6.2,2010,80,10000000,62695489,3,0.2787057261730013
tt5758778,Skyscraper,PG-13,89153,5.8,2018,102,125000000,304868961,NotAvailable,0.4007831591448629
tt0485947,Mr. Nobody,R,202355,7.8,2009,141,47000000,3549016,1,0.40805058235805625
tt2016940,Man of Tai Chi,R,33766,6.1,2013,105,25000000,5464885,3,0.3528658212995245
tt0089015,Desert Hearts,R,4534,7.0,1985,91,1250000,2492088,3,0.3794419187394958
tt1334553,The Perfect Host,R,23758,6.8,2010,93,500000,453708,NotAvailable,0.27829373039156624
tt0268126,Adaptation.,R,167906,7.7,2002,115,19000000,32801173,3,0.29417004012006864
tt1535108,Elysium,R,402493,6.6,2013,109,115000000,286140700,3,0.3391651407198613
tt0211915,Le fabuleux destin d'Amélie Poulain,R,666545,8.3,2001,122,10000000,173924742,3,0.3467174733252231
tt0316654,Spider-Man 2,PG-13,513083,7.3,2004,127,200000000,783766341,1,0.2952572597525649
tt4560436,Mile 22,R,54933,6.1,2018,94,50000000,66308758,NotAvailable,0.3934481442360476
tt1023114,The Way Back,PG-13,103876,7.3,2010,133,30000000,20348249,0,0.28491234510704555
tt0097474,Halloween 5: The Revenge of Michael Myers,R,32204,5.2,1989,96,5000000,11642254,NotAvailable,0.32531538904761903
tt1027718,Wall Street: Money Never Sleeps,PG-13,94659,6.2,2010,133,70000000,134748021,3,0.30124596196243525
tt0115963,The Craft,R,70528,6.3,1996,101,15000000,24819936,3,0.4222988318481717
tt0103074,Thelma & Louise,R,125501,7.5,1991,130,16500000,45360915,3,0.3165235691787681
tt0408839,The Heartbreak Kid,R,81357,5.8,2007,116,60000000,127766650,NotAvailable,0.3467440192779197
tt1403177,Hesher,R,49109,7.0,2010,106,7000000,449702,1,0.39270712572280175
tt2172935,Metallica Through the Never,R,15926,7.2,2013,93,18000000,7972967,NotAvailable,0.28233149289440995
tt0293662,The Transporter,PG-13,273789,6.8,2002,92,21000000,43928932,0,0.2647850296389892
tt2039338,Flatliners,PG-13,37034,5.2,2017,109,19000000,45158254,NotAvailable,0.4934479028036278
tt3205376,Slow West,R,39458,6.9,2015,84,2000000,1295574,0,0.3795764836535304
tt0444653,Keeping Mum,R,31905,6.8,2005,99,169000,18586834,3,0.3979919869713695
tt0111686,Wes Craven's New Nightmare,R,47829,6.4,1994,112,8000000,19721741,3,0.4023807107844129
tt1392190,Mad Max: Fury Road,R,806967,8.1,2015,120,150000000,375209362,3,0.4714231862487153
tt0101775,Drop Dead Fred,PG-13,25500,5.9,1991,103,6788000,13878334,NotAvailable,0.35027474047881496
tt1253864,Immortals,R,154958,6.0,2011,110,75000000,226904017,2,0.28528528519357194
tt1630036,Courageous,PG-13,17968,7.0,2011,129,2000000,35185884,3,0.2978816240613131
tt0104897,Mo' Money,R,6597,5.5,1992,89,15000000,40227006,NotAvailable,0.2301088869345396
tt0425430,The Messengers,PG-13,37038,5.4,2007,90,16000000,55060212,3,0.3950803274765101
tt2752758,Devil's Due,R,15674,4.1,2014,89,7000000,36921560,NotAvailable,0.5327522916179338
tt1293847,xXx: Return of Xander Cage,PG-13,80251,5.2,2017,107,85000000,346118277,3,0.4530706526461694
tt0289992,The Life of David Gale,R,103480,7.6,2003,130,38000000,38955598,NotAvailable,0.3529106449647059
tt1097643,Fifty Dead Men Walking,R,10501,6.9,2008,117,11936189,812665,NotAvailable,0.3117772510710901
tt0099797,The Hot Spot,R,9768,6.4,1990,130,13000000,1293976,NotAvailable,0.25998761399906234
tt0095990,Return of the Living Dead: Part II,R,17215,5.8,1988,89,6200000,9205924,NotAvailable,0.2784988492135593
tt0114609,Tales from the Hood,R,6237,6.3,1995,98,6000000,11837928,NotAvailable,0.2336759601404056
tt1324999,The Twilight Saga: Breaking Dawn - Part 1,PG-13,212349,4.9,2011,117,110000000,712205856,3,0.40299805580777104
tt0172156,Bad Boys II,R,211064,6.6,2003,147,130000000,273339556,NotAvailable,0.23071136261560185
tt2758904,Search Party,R,6248,5.6,2014,93,20000000,118263,2,0.4253927209115833
tt0349825,Miracle,PG,44240,7.5,2004,135,28000000,64445708,1,0.2711531957553618
tt8134742,3 from Hell,R,6374,5.7,2019,115,3000000,2289265,NotAvailable,0.4327982215811708
tt1007028,Zack and Miri Make a Porno,R,167890,6.5,2008,101,24000000,42106992,NotAvailable,0.3576440003154574
tt1564349,Dolphin Tale,PG,21186,6.9,2011,113,37000000,95415285,2,0.364692192821642
tt0097165,Dead Poets Society,PG,384174,8.1,1989,128,16400000,235860116,1,0.2255443255324948
tt0105459,Split Second,R,11057,6.2,1992,90,7000000,5430822,0,0.22975483700261096
tt0449059,Little Miss Sunshine,R,417241,7.8,2006,101,8000000,100523181,3,0.34368939436296503
tt0844029,Ace Ventura: Pet Detective Jr.,PG,4586,2.1,2009,93,7500000,117421,NotAvailable,0.4224979573105204
tt1051904,Goosebumps,PG,75276,6.3,2015,103,58000000,158260952,2,0.4670853626771654
tt0112579,The Bridges of Madison County,PG-13,67274,7.6,1995,135,24000000,182016617,3,0.32519356961781426
tt0094056,Street Smart,R,2563,6.4,1987,97,5000000,1119112,NotAvailable,0.2885541163794532
tt0426459,Feast,R,28569,6.3,2005,95,3200000,719135,NotAvailable,0.29961539571827056
tt0120586,American History X,R,975464,8.5,1998,119,20000000,23875127,2,0.20726613836879432
tt0091445,Lucas,PG-13,13746,6.9,1986,100,6000000,8200000,NotAvailable,0.3570460077987421
tt1322269,August: Osage County,R,80698,7.2,2013,121,25000000,74188937,3,0.4666814222157524
tt1470023,MacGruber,R,40608,5.5,2010,90,10000000,9322895,1,0.3024121658072805
tt0104438,Honeymoon in Vegas,PG-13,16178,5.8,1992,96,25000000,35208854,NotAvailable,0.29927352691740866
tt1951181,The Immigrant,R,27579,6.6,2013,120,16000000,5867686,NotAvailable,0.36866182496896815
tt0785006,Hotel for Dogs,PG,20311,5.4,2009,100,35000000,117000198,NotAvailable,0.445876371065111
tt0116705,Jingle All the Way,PG,85479,5.6,1996,89,60000000,129832389,1,0.2717199153568879
tt1396218,Mr. Popper's Penguins,PG,82365,6.0,2011,94,55000000,187361754,1,0.34911264008037995
tt1509767,The Three Musketeers,PG-13,99521,5.7,2011,110,75000000,132274484,2,0.35354554667304017
tt0095243,Gorillas in the Mist: The Story of Dian Fossey,PG-13,22615,7.0,1988,129,22000000,61149479,3,0.32755563618699496
tt0096487,Young Guns,R,51398,6.9,1988,107,13000000,45661556,1,0.1950607801317073
tt1019452,A Serious Man,R,124619,7.0,2009,106,7000000,31430334,2,0.2991222886688669
tt0089798,Perfect,R,4304,4.5,1985,115,19000000,12918858,NotAvailable,0.3045846990897969
tt1596363,The Big Short,R,322399,7.8,2015,130,28000000,133440870,1,0.36646825500432395
tt0104868,The Mighty Ducks,PG,54303,6.5,1992,100,10000000,50752337,1,0.3160205297121842
tt1570728,"Crazy, Stupid, Love.",PG-13,445203,7.4,2011,118,50000000,145051197,3,0.3780258127393431
tt0094631,Alien Nation,R,13489,6.3,1988,91,16000000,32155047,1,0.204843182
tt0105690,Under Siege,R,72190,6.5,1992,103,35000000,156563139,NotAvailable,0.21108239458518266
tt2279339,Love the Coopers,PG-13,18410,5.8,2015,107,17000000,42426912,3,0.5369043081549296
tt2229499,Don Jon,R,219669,6.5,2013,90,3000000,28277704,3,0.3702708635368315
tt0834001,Underworld: Rise of the Lycans,R,144567,6.6,2009,92,35000000,91353501,1,0.2240816326122449
tt4218572,Widows,R,73183,6.9,2018,129,42000000,75984700,3,0.4710976139353286
tt0398165,The Longest Yard,PG-13,153511,6.4,2005,113,82000000,190320568,1,0.21912116008805035
tt0102116,The Indian Runner,R,7981,7.0,1991,127,7000000,191125,NotAvailable,0.24794772138830454
tt8186318,Overcomer,PG,1672,6.5,2019,119,5000000,36186373,NotAvailable,0.4904046348686132
tt0304141,Harry Potter and the Prisoner of Azkaban,PG,504003,7.9,2004,142,130000000,796093802,3,0.3115247780195599
tt0814255,Percy Jackson & the Olympians: The Lightning Thief,PG,168242,5.9,2010,118,95000000,226497209,3,0.36602414240922976
tt0491203,Tulip Fever,R,16249,6.2,2017,105,25000000,8381715,3,0.4326178253980483
tt0405676,All the King's Men,PG-13,22897,6.2,2006,128,55000000,9450897,1,0.26305562877102645
tt1464580,Stake Land,R,39292,6.5,2010,98,650000,405380,1,0.3171640713927336
tt0808151,Angels & Demons,PG-13,258133,6.7,2009,138,150000000,485930816,0,0.2856261022007722
tt0956038,Nights in Rodanthe,PG-13,21766,6.0,2008,97,30000000,84375346,NotAvailable,0.43293408464537336
tt0227538,Spy Kids,PG,102128,5.4,2001,88,35000000,147934180,3,0.3815498437099237
tt0103644,Alien³,R,261403,6.5,1992,114,50000000,159814498,0,0.24612882161654134
tt0186151,Frequency,PG-13,96242,7.3,2000,118,31000000,68106245,NotAvailable,0.2369038162608696
tt1002563,The Young Messiah,PG-13,2944,5.6,2016,111,18500000,7330338,NotAvailable,0.4565968883389703
tt0099365,Darkman,R,55252,6.4,1990,96,16000000,48878502,0,0.298376854939577
tt0264472,Changing Lanes,R,64283,6.4,2002,98,45000000,94935764,NotAvailable,0.2792599765457762
tt0102266,The Last Boy Scout,R,88190,7.0,1991,105,29000000,59509925,3,0.1827861485419968
tt0120820,Senseless,R,13524,6.1,1998,93,15000000,12874899,NotAvailable,0.2649800571710379
tt4649466,Kingsman: The Golden Circle,R,243711,6.8,2017,141,104000000,410902662,1,0.3829326714484597
tt0105151,The Player,R,50620,7.5,1992,124,8000000,21706101,3,0.2541433562195122
tt0114113,The Perez Family,R,2028,6.0,1995,113,11000000,2832826,NotAvailable,0.30657228717057905
tt2040560,The Pact,R,22586,5.7,2012,89,400000,3035415,3,0.4695420657827476
tt0315824,The Big Bounce,PG-13,17233,4.9,2004,88,50000000,6801716,NotAvailable,0.3031374223583535
tt1528854,Daddy's Home,PG-13,100300,6.2,2015,96,50000000,242786137,1,0.4459525070693959
tt1756851,Twixt,R,9968,4.8,2011,88,7000000,388598,NotAvailable,0.2990382747378768
tt0120434,Vegas Vacation,PG,41345,6.0,1997,93,25000000,36400360,3,0.28182642589037704
tt0209958,The Cell,R,91401,6.3,2000,107,33000000,104155843,2,0.3207176782818294
tt1935089,Blind,R,3169,5.8,2017,98,2500000,98280,NotAvailable,0.4860998460254372
tt0317248,Cidade de Deus,R,660258,8.6,2002,130,3300000,30680793,1,0.24623927361266296
tt0094963,The Dead Pool,R,37852,6.3,1988,91,31000000,37903295,NotAvailable,0.22193173177011494
tt0865556,The Forbidden Kingdom,PG-13,98060,6.6,2008,104,55000000,127992431,1,0.3244349644906234
tt0099871,Jacob's Ladder,R,92904,7.5,1990,113,25000000,26118851,1,0.2715459954904943
tt0129290,Patch Adams,PG-13,97795,6.8,1998,115,90000000,202292902,3,0.2378473628571429
tt4501244,Why Him?,R,92983,6.2,2016,111,38000000,118102725,NotAvailable,0.4378251739651663
tt4034228,Manchester by the Sea,R,222272,7.8,2016,137,9000000,78988148,3,0.3944629859111489
